gene,D23118_B,D23118_Club,D23118_Endothelial,D23118_Fibroblast,D23118_Macrophage,D23118_Mast,D23118_Neutrophil,D23118_Plasma,D23118_T,D23118_T2P,D23118_pDC,D24118_B,D24118_Club,D24118_Endothelial,D24118_Fibroblast,D24118_Macrophage,D24118_Mast,D24118_Neutrophil,D24118_Plasma,D24118_T,D24118_T2P,D24118_pDC
MTG1,4.0,7.0,7.0,12.0,557.0,87.0,4.0,4.0,162.0,44.0,19.0,11.0,21.0,21.0,8.0,330.0,30.0,1.0,8.0,232.0,36.0,3.0
MTG2,2.0,1.0,1.0,4.0,168.0,13.0,3.0,0.0,44.0,6.0,1.0,0.0,5.0,5.0,3.0,87.0,3.0,3.0,2.0,31.0,8.0,0.0
MTHFD1,7.0,2.0,22.0,7.0,794.0,236.0,2.0,2.0,239.0,54.0,2.0,7.0,11.0,13.0,4.0,360.0,57.0,0.0,6.0,242.0,26.0,0.0
MTHFD1L,5.0,2.0,12.0,3.0,954.0,58.0,4.0,0.0,68.0,27.0,6.0,14.0,5.0,16.0,5.0,464.0,22.0,0.0,5.0,62.0,13.0,0.0
MTHFD2,6.0,1.0,26.0,57.0,5787.0,366.0,25.0,2.0,573.0,65.0,88.0,29.0,50.0,102.0,18.0,2833.0,245.0,9.0,17.0,821.0,94.0,82.0
MTHFD2L,0.0,0.0,2.0,3.0,26.0,10.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,1.0,1.0,3.0,0.0
MTHFR,4.0,1.0,5.0,9.0,1889.0,38.0,7.0,1.0,72.0,96.0,2.0,5.0,21.0,20.0,3.0,725.0,17.0,0.0,4.0,65.0,46.0,1.0
MTHFS,2.0,0.0,5.0,7.0,964.0,10.0,24.0,0.0,49.0,27.0,4.0,6.0,4.0,3.0,2.0,363.0,1.0,8.0,0.0,65.0,15.0,1.0
MTHFSD,1.0,0.0,2.0,5.0,59.0,6.0,0.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,3.0,13.0,6.0,1.0
MTIF2,36.0,3.0,17.0,30.0,1331.0,81.0,7.0,6.0,268.0,74.0,29.0,52.0,18.0,30.0,14.0,849.0,52.0,5.0,11.0,340.0,64.0,14.0
MTIF3,2.0,0.0,3.0,6.0,132.0,14.0,1.0,0.0,33.0,8.0,2.0,12.0,2.0,8.0,3.0,94.0,10.0,0.0,1.0,26.0,6.0,7.0
MTL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTM1,1.0,0.0,4.0,3.0,501.0,35.0,4.0,0.0,50.0,12.0,3.0,5.0,9.0,14.0,0.0,261.0,9.0,1.0,0.0,31.0,15.0,2.0
MTMR1,4.0,1.0,1.0,3.0,214.0,23.0,2.0,0.0,84.0,18.0,15.0,6.0,5.0,4.0,2.0,135.0,10.0,0.0,1.0,124.0,15.0,15.0
MTMR10,6.0,0.0,3.0,5.0,489.0,44.0,11.0,1.0,53.0,9.0,2.0,12.0,7.0,16.0,2.0,258.0,13.0,2.0,0.0,58.0,13.0,1.0
MTMR11,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0
MTMR12,1.0,1.0,7.0,3.0,193.0,11.0,1.0,1.0,49.0,7.0,2.0,6.0,1.0,10.0,1.0,83.0,1.0,0.0,1.0,63.0,10.0,1.0
MTMR14,8.0,0.0,9.0,4.0,1011.0,38.0,20.0,0.0,80.0,23.0,6.0,10.0,8.0,14.0,4.0,483.0,21.0,9.0,0.0,94.0,21.0,3.0
MTMR2,3.0,2.0,9.0,6.0,238.0,7.0,0.0,0.0,33.0,20.0,1.0,6.0,4.0,6.0,15.0,131.0,5.0,0.0,0.0,49.0,13.0,0.0
MTMR3,4.0,2.0,8.0,9.0,693.0,36.0,27.0,0.0,80.0,21.0,0.0,16.0,9.0,9.0,5.0,413.0,8.0,5.0,2.0,76.0,20.0,2.0
MTMR4,1.0,0.0,2.0,4.0,230.0,9.0,5.0,0.0,39.0,10.0,0.0,3.0,6.0,3.0,2.0,135.0,7.0,0.0,1.0,53.0,9.0,1.0
MTMR6,1.0,1.0,9.0,15.0,722.0,55.0,6.0,1.0,116.0,27.0,9.0,15.0,18.0,17.0,7.0,412.0,22.0,4.0,4.0,153.0,33.0,11.0
MTMR7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
MTMR8,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,4.0,1.0,1.0,5.0,0.0,0.0
MTMR9,0.0,0.0,0.0,0.0,75.0,1.0,1.0,1.0,20.0,0.0,4.0,1.0,3.0,3.0,1.0,33.0,1.0,0.0,3.0,10.0,1.0,6.0
MTNR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MTO1,1.0,0.0,4.0,3.0,166.0,11.0,3.0,1.0,32.0,9.0,1.0,9.0,5.0,0.0,3.0,74.0,2.0,0.0,1.0,43.0,7.0,0.0
MTOR,2.0,1.0,6.0,8.0,504.0,38.0,2.0,0.0,96.0,22.0,7.0,7.0,5.0,1.0,2.0,237.0,20.0,3.0,0.0,85.0,24.0,4.0
MTPAP,3.0,0.0,6.0,2.0,226.0,10.0,2.0,0.0,86.0,12.0,3.0,8.0,3.0,10.0,6.0,149.0,12.0,0.0,2.0,86.0,12.0,5.0
MTPN,37.0,2.0,20.0,40.0,2684.0,160.0,65.0,4.0,429.0,80.0,50.0,54.0,45.0,38.0,29.0,1509.0,79.0,18.0,11.0,533.0,74.0,23.0
MTR,4.0,0.0,9.0,15.0,1140.0,52.0,5.0,4.0,81.0,25.0,14.0,10.0,9.0,17.0,10.0,684.0,40.0,1.0,5.0,125.0,15.0,4.0
MTRF1L,9.0,5.0,12.0,29.0,840.0,61.0,7.0,3.0,152.0,39.0,4.0,16.0,24.0,14.0,13.0,463.0,24.0,6.0,16.0,208.0,33.0,2.0
MTRNR2L3,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0
MTRNR2L4,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,5.0,1.0,0.0,80.0,3.0,2.0,0.0,50.0,5.0,0.0
MTRNR2L5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,7.0,0.0,0.0
MTRNR2L7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0
MTRR,5.0,3.0,4.0,5.0,244.0,15.0,1.0,0.0,72.0,25.0,4.0,14.0,14.0,16.0,5.0,117.0,2.0,0.0,4.0,82.0,15.0,5.0
MTSS1,20.0,0.0,10.0,12.0,1811.0,83.0,9.0,0.0,69.0,42.0,3.0,23.0,17.0,29.0,2.0,1034.0,31.0,5.0,0.0,54.0,27.0,4.0
MTSS1L,1.0,1.0,0.0,4.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,22.0,0.0,0.0,0.0,6.0,1.0,0.0
MTTP,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTURN,0.0,7.0,6.0,1.0,108.0,3.0,2.0,0.0,8.0,11.0,2.0,0.0,26.0,5.0,8.0,69.0,0.0,2.0,0.0,58.0,11.0,0.0
MTUS1,0.0,3.0,21.0,23.0,48.0,82.0,0.0,0.0,5.0,281.0,6.0,1.0,47.0,45.0,33.0,57.0,35.0,0.0,0.0,0.0,148.0,23.0
MTUS2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MTX1,0.0,1.0,6.0,10.0,668.0,59.0,3.0,1.0,80.0,30.0,3.0,4.0,10.0,6.0,7.0,270.0,17.0,1.0,2.0,74.0,17.0,2.0
MTX2,1.0,1.0,4.0,3.0,309.0,16.0,2.0,0.0,52.0,22.0,2.0,2.0,3.0,5.0,2.0,147.0,20.0,0.0,1.0,55.0,10.0,1.0
MTX3,0.0,0.0,1.0,3.0,61.0,1.0,1.0,0.0,32.0,6.0,0.0,2.0,2.0,2.0,2.0,34.0,5.0,0.0,1.0,36.0,5.0,0.0
MUC1,3.0,9.0,0.0,5.0,59.0,0.0,1.0,0.0,11.0,712.0,0.0,0.0,90.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,338.0,0.0
MUC12,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0
MUC13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
MUC15,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC16,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
MUC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC20,0.0,13.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,106.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,57.0,0.0
MUC21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC4,0.0,12.0,0.0,0.0,11.0,5.0,0.0,0.0,2.0,4.0,1.0,0.0,32.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC5AC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC5B,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,318.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,1.0,0.0
MUC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUL1,6.0,0.0,4.0,10.0,349.0,21.0,0.0,1.0,50.0,17.0,5.0,3.0,3.0,8.0,9.0,174.0,6.0,0.0,0.0,64.0,12.0,0.0
MURC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS81,0.0,1.0,5.0,6.0,281.0,24.0,5.0,1.0,67.0,11.0,5.0,7.0,5.0,6.0,5.0,124.0,8.0,1.0,1.0,66.0,10.0,1.0
MUSK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MUSTN1,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MUT,3.0,2.0,9.0,12.0,373.0,28.0,0.0,1.0,33.0,21.0,1.0,4.0,9.0,9.0,7.0,233.0,12.0,0.0,0.0,39.0,14.0,0.0
MUTYH,0.0,0.0,2.0,1.0,76.0,13.0,1.0,0.0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,29.0,0.0,0.0
MVB12A,6.0,3.0,7.0,15.0,731.0,37.0,7.0,2.0,54.0,31.0,6.0,2.0,6.0,9.0,5.0,357.0,13.0,2.0,1.0,56.0,12.0,5.0
MVB12B,0.0,0.0,1.0,0.0,78.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,1.0,1.0,2.0,0.0
MVD,5.0,1.0,3.0,7.0,746.0,25.0,9.0,0.0,70.0,33.0,1.0,7.0,18.0,11.0,4.0,371.0,17.0,0.0,2.0,81.0,19.0,1.0
MVK,3.0,0.0,1.0,3.0,73.0,4.0,0.0,0.0,9.0,15.0,5.0,3.0,0.0,1.0,1.0,31.0,1.0,0.0,0.0,10.0,8.0,2.0
MVP,19.0,11.0,37.0,90.0,7210.0,225.0,124.0,1.0,541.0,250.0,21.0,54.0,47.0,78.0,60.0,3622.0,74.0,21.0,12.0,601.0,143.0,37.0
MX1,26.0,2.0,140.0,83.0,10196.0,188.0,692.0,2.0,606.0,119.0,69.0,35.0,80.0,153.0,93.0,5671.0,43.0,103.0,10.0,899.0,117.0,99.0
MX2,34.0,2.0,41.0,48.0,5459.0,108.0,466.0,2.0,447.0,100.0,35.0,37.0,42.0,62.0,38.0,2288.0,18.0,78.0,1.0,489.0,69.0,27.0
MXD1,1.0,3.0,6.0,14.0,913.0,20.0,205.0,4.0,315.0,39.0,4.0,11.0,11.0,9.0,1.0,406.0,14.0,58.0,3.0,375.0,49.0,3.0
MXD3,0.0,0.0,1.0,0.0,13.0,17.0,1.0,0.0,26.0,5.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,38.0,0.0,0.0
MXD4,23.0,4.0,41.0,57.0,2299.0,118.0,12.0,1.0,476.0,85.0,16.0,29.0,35.0,30.0,50.0,964.0,21.0,2.0,12.0,576.0,54.0,4.0
MXI1,5.0,1.0,3.0,17.0,445.0,30.0,14.0,0.0,105.0,19.0,1.0,8.0,10.0,5.0,21.0,202.0,16.0,0.0,4.0,134.0,22.0,1.0
MXRA5,0.0,0.0,2.0,98.0,5.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,146.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
MXRA7,1.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
MXRA8,0.0,0.0,2.0,17.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,59.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
MYADM,15.0,3.0,13.0,17.0,2034.0,124.0,49.0,1.0,295.0,54.0,19.0,43.0,19.0,35.0,37.0,1175.0,76.0,10.0,18.0,417.0,35.0,34.0
MYADML2,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
MYB,0.0,3.0,2.0,3.0,13.0,78.0,3.0,0.0,30.0,1.0,1.0,0.0,4.0,1.0,0.0,8.0,32.0,0.0,0.0,66.0,0.0,0.0
MYBBP1A,1.0,1.0,6.0,5.0,140.0,7.0,0.0,1.0,35.0,12.0,1.0,0.0,3.0,6.0,0.0,89.0,6.0,0.0,0.0,25.0,9.0,0.0
MYBL1,0.0,0.0,1.0,1.0,22.0,7.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,1.0,0.0
MYBL2,2.0,0.0,1.0,6.0,71.0,48.0,0.0,2.0,144.0,12.0,0.0,3.0,1.0,1.0,0.0,12.0,13.0,0.0,15.0,171.0,12.0,1.0
MYBPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
MYBPC2,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,65.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0
MYBPC3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MYBPH,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
MYBPHL,0.0,4.0,11.0,10.0,1029.0,324.0,29.0,0.0,59.0,64.0,4.0,0.0,9.0,21.0,2.0,379.0,114.0,4.0,0.0,60.0,33.0,1.0
MYC,7.0,0.0,13.0,26.0,285.0,45.0,2.0,0.0,174.0,59.0,1.0,21.0,27.0,30.0,75.0,199.0,33.0,1.0,3.0,172.0,57.0,0.0
MYCBP,3.0,6.0,9.0,5.0,436.0,56.0,3.0,1.0,113.0,32.0,11.0,8.0,14.0,8.0,4.0,210.0,19.0,1.0,2.0,128.0,20.0,1.0
MYCBP2,91.0,3.0,43.0,68.0,4092.0,178.0,64.0,8.0,1155.0,90.0,48.0,217.0,59.0,50.0,48.0,1994.0,61.0,18.0,17.0,1463.0,93.0,48.0
MYCBPAP,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
MYCL,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MYCN,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MYCT1,0.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYD88,6.0,0.0,18.0,10.0,2600.0,85.0,101.0,0.0,172.0,38.0,19.0,16.0,23.0,17.0,3.0,1010.0,18.0,22.0,3.0,228.0,33.0,9.0
MYDGF,4.0,1.0,22.0,39.0,1951.0,102.0,15.0,7.0,179.0,85.0,14.0,16.0,21.0,34.0,13.0,1000.0,48.0,4.0,36.0,292.0,54.0,20.0
MYEF2,1.0,3.0,3.0,6.0,11.0,2.0,0.0,1.0,26.0,7.0,1.0,4.0,3.0,1.0,0.0,8.0,7.0,0.0,0.0,63.0,8.0,4.0
MYEOV,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MYEOV2,19.0,8.0,31.0,53.0,2983.0,160.0,23.0,4.0,454.0,123.0,25.0,18.0,22.0,31.0,23.0,1028.0,46.0,1.0,17.0,411.0,65.0,15.0
MYF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
MYH10,1.0,0.0,10.0,79.0,15.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,23.0,53.0,6.0,0.0,0.0,0.0,5.0,2.0,1.0
MYH11,0.0,0.0,1.0,51.0,22.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,3.0,24.0,13.0,1.0,0.0,0.0,5.0,3.0,0.0
MYH13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH14,0.0,4.0,3.0,1.0,144.0,5.0,1.0,0.0,1.0,106.0,0.0,0.0,14.0,0.0,1.0,35.0,1.0,0.0,0.0,0.0,69.0,0.0
MYH15,0.0,0.0,0.0,2.0,53.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0
MYH6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH7B,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
MYH9,70.0,4.0,107.0,150.0,5292.0,437.0,116.0,7.0,1796.0,306.0,41.0,131.0,66.0,145.0,75.0,3042.0,145.0,45.0,15.0,2213.0,182.0,42.0
MYL3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
MYL5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL6,12.0,11.0,40.0,47.0,2524.0,202.0,21.0,3.0,448.0,150.0,33.0,32.0,41.0,47.0,30.0,1399.0,76.0,5.0,4.0,648.0,123.0,26.0
MYL6B,0.0,1.0,5.0,15.0,299.0,22.0,0.0,1.0,41.0,27.0,0.0,3.0,5.0,5.0,7.0,142.0,13.0,0.0,1.0,40.0,18.0,2.0
MYL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
MYL9,2.0,0.0,12.0,79.0,98.0,6.0,3.0,0.0,24.0,124.0,1.0,2.0,6.0,11.0,71.0,103.0,3.0,1.0,1.0,45.0,58.0,1.0
MYLIP,37.0,5.0,33.0,31.0,3052.0,182.0,150.0,3.0,721.0,104.0,26.0,53.0,61.0,62.0,12.0,1245.0,41.0,41.0,3.0,535.0,117.0,3.0
MYLK,0.0,1.0,41.0,105.0,51.0,6.0,3.0,0.0,9.0,297.0,1.0,0.0,2.0,31.0,65.0,6.0,2.0,1.0,0.0,3.0,163.0,0.0
MYLK2,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MYLK3,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLK4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLPF,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0
MYNN,12.0,1.0,4.0,5.0,254.0,17.0,8.0,1.0,119.0,20.0,9.0,17.0,9.0,8.0,0.0,144.0,8.0,1.0,5.0,155.0,14.0,2.0
MYO10,0.0,0.0,15.0,23.0,20.0,0.0,2.0,0.0,3.0,28.0,0.0,0.0,5.0,12.0,7.0,49.0,0.0,0.0,0.0,0.0,25.0,0.0
MYO15A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO16,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO18A,5.0,2.0,11.0,12.0,407.0,26.0,5.0,0.0,64.0,33.0,2.0,8.0,5.0,9.0,8.0,229.0,13.0,0.0,2.0,109.0,11.0,0.0
MYO18B,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO19,1.0,1.0,1.0,3.0,157.0,13.0,0.0,0.0,15.0,4.0,3.0,3.0,2.0,2.0,2.0,58.0,3.0,0.0,0.0,11.0,1.0,0.0
MYO1A,1.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0,0.0,0.0,2.0,2.0,0.0
MYO1B,1.0,2.0,22.0,45.0,16.0,3.0,3.0,0.0,15.0,160.0,0.0,0.0,5.0,3.0,19.0,3.0,0.0,0.0,0.0,1.0,83.0,0.0
MYO1C,0.0,0.0,6.0,10.0,180.0,13.0,0.0,2.0,22.0,17.0,1.0,4.0,5.0,4.0,6.0,87.0,2.0,0.0,0.0,6.0,7.0,0.0
MYO1D,1.0,0.0,7.0,6.0,13.0,20.0,1.0,0.0,15.0,80.0,0.0,1.0,10.0,6.0,4.0,27.0,22.0,0.0,0.0,60.0,40.0,0.0
MYO1E,9.0,2.0,13.0,8.0,1111.0,14.0,5.0,0.0,105.0,28.0,12.0,27.0,10.0,14.0,3.0,456.0,3.0,1.0,0.0,116.0,8.0,4.0
MYO1G,6.0,1.0,0.0,1.0,182.0,16.0,2.0,0.0,90.0,3.0,2.0,2.0,3.0,1.0,0.0,104.0,6.0,0.0,0.0,97.0,1.0,4.0
MYO3A,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
MYO3B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO5A,21.0,2.0,25.0,42.0,4701.0,351.0,9.0,19.0,557.0,64.0,26.0,38.0,30.0,41.0,39.0,2175.0,117.0,2.0,22.0,527.0,62.0,8.0
MYO5B,0.0,6.0,0.0,1.0,11.0,0.0,1.0,1.0,1.0,104.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,29.0,0.0
MYO5C,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,12.0,1.0,1.0,7.0,0.0,0.0,1.0,6.0,34.0,0.0
MYO6,4.0,9.0,34.0,6.0,112.0,28.0,1.0,2.0,94.0,79.0,20.0,4.0,24.0,22.0,7.0,93.0,6.0,0.0,0.0,85.0,35.0,20.0
