Gene stable ID	HGNC symbol	Gene type	UniProtKB Gene Name symbol	Gene name
ENSMMUG00000009290		protein_coding	ZNF416	ZNF416
ENSMMUG00000040247		protein_coding	IZUMO1R	IZUMO1R
ENSMMUG00000010668		protein_coding	GOLPH3L	GOLPH3L
ENSMMUG00000010668		protein_coding	GOLPH3L	GOLPH3L
ENSMMUG00000016628		protein_coding	HELB	HELB
ENSMMUG00000057716		misc_RNA		Metazoa_SRP
ENSMMUG00000058894		protein_coding		
ENSMMUG00000023172		protein_coding	RBM41	RBM41
ENSMMUG00000023172		protein_coding	RBM41	RBM41
ENSMMUG00000023172		protein_coding	RBM41	RBM41
ENSMMUG00000023172		protein_coding	RBM41	RBM41
ENSMMUG00000023172		protein_coding	RBM41	RBM41
ENSMMUG00000023172		protein_coding	RBM41	RBM41
ENSMMUG00000023172		protein_coding	RBM41	RBM41
ENSMMUG00000055377		lncRNA		
ENSMMUG00000049979		misc_RNA		Metazoa_SRP
ENSMMUG00000004024		protein_coding	CDHR5	CDHR5
ENSMMUG00000004024		protein_coding	CDHR5	CDHR5
ENSMMUG00000022878		protein_coding	MISP	MISP
ENSMMUG00000022878		protein_coding	MISP	MISP
ENSMMUG00000022878		protein_coding	MISP	MISP
ENSMMUG00000006738	L3MBTL1	protein_coding	L3MBTL1	L3MBTL1
ENSMMUG00000006738	L3MBTL1	protein_coding	L3MBTL1	L3MBTL1
ENSMMUG00000006738	L3MBTL1	protein_coding	L3MBTL1	L3MBTL1
ENSMMUG00000057612		protein_coding		
ENSMMUG00000007397		protein_coding	LONP2	LONP2
ENSMMUG00000007397		protein_coding	LONP2	LONP2
ENSMMUG00000007397		protein_coding	LONP2	LONP2
ENSMMUG00000007397		protein_coding	LONP2	LONP2
ENSMMUG00000027429		Y_RNA		Y_RNA
ENSMMUG00000048281	CCDC179	protein_coding	CCDC179	CCDC179
ENSMMUG00000060825		misc_RNA		Metazoa_SRP
ENSMMUG00000024468		snRNA		U1
ENSMMUG00000051518		lncRNA		
ENSMMUG00000061657		snoRNA		
ENSMMUG00000065095		pseudogene		
ENSMMUG00000005099		protein_coding	TAOK3	TAOK3
ENSMMUG00000005099		protein_coding	TAOK3	TAOK3
ENSMMUG00000005099		protein_coding	TAOK3	TAOK3
ENSMMUG00000013678		protein_coding	EMD	EMD
ENSMMUG00000052963		lncRNA		
ENSMMUG00000007721		protein_coding	ZFPM2	ZFPM2
ENSMMUG00000007721		protein_coding	ZFPM2	ZFPM2
ENSMMUG00000007721		protein_coding	ZFPM2	ZFPM2
ENSMMUG00000007721		protein_coding	ZFPM2	ZFPM2
ENSMMUG00000007721		protein_coding	ZFPM2	ZFPM2
ENSMMUG00000022572		protein_coding	HSPBAP1	HSPBAP1
ENSMMUG00000022572		protein_coding	HSPBAP1	HSPBAP1
ENSMMUG00000019768		protein_coding	SUV39H1	SUV39H1
ENSMMUG00000019768		protein_coding	SUV39H1	SUV39H1
ENSMMUG00000019768		protein_coding	SUV39H1	SUV39H1
ENSMMUG00000016276		protein_coding	TRIM72	TRIM72
ENSMMUG00000016276		protein_coding	TRIM72	TRIM72
ENSMMUG00000016276		protein_coding	TRIM72	TRIM72
ENSMMUG00000016276		protein_coding	TRIM72	TRIM72
ENSMMUG00000001217		protein_coding	CASP7	CASP7
ENSMMUG00000001217		protein_coding	CASP7	CASP7
ENSMMUG00000051173		protein_coding	CLEC4A	CLEC4A
ENSMMUG00000000955		protein_coding	USP15	USP15
ENSMMUG00000000955		protein_coding	USP15	USP15
ENSMMUG00000000955		protein_coding	USP15	USP15
ENSMMUG00000000955		protein_coding	USP15	USP15
ENSMMUG00000000955		protein_coding	USP15	USP15
ENSMMUG00000000300		protein_coding	ITGA4	ITGA4
ENSMMUG00000060845		protein_coding	FBXO48	FBXO48
ENSMMUG00000041041		protein_coding	DEDD2	DEDD2
ENSMMUG00000041041		protein_coding	DEDD2	DEDD2
ENSMMUG00000057493		protein_coding		
ENSMMUG00000020837		protein_coding	AMER2	AMER2
ENSMMUG00000020837		protein_coding	AMER2	AMER2
ENSMMUG00000004172		protein_coding	TULP3	TULP3
ENSMMUG00000004172		protein_coding	TULP3	TULP3
ENSMMUG00000004172		protein_coding	TULP3	TULP3
ENSMMUG00000004172		protein_coding	TULP3	TULP3
ENSMMUG00000004172		protein_coding	TULP3	TULP3
ENSMMUG00000004172		protein_coding	TULP3	TULP3
ENSMMUG00000056311		lncRNA		
ENSMMUG00000062071		snRNA		U6
ENSMMUG00000056789	VHL	protein_coding	VHL	VHL
ENSMMUG00000000457		protein_coding	GALNT1	GALNT1
ENSMMUG00000000457		protein_coding	GALNT1	GALNT1
ENSMMUG00000000457		protein_coding	GALNT1	GALNT1
ENSMMUG00000013059		protein_coding	GPR180	GPR180
ENSMMUG00000009468		protein_coding	POLR1B	POLR1B
ENSMMUG00000009468		protein_coding	POLR1B	POLR1B
ENSMMUG00000009468		protein_coding	POLR1B	POLR1B
ENSMMUG00000009468		protein_coding	POLR1B	POLR1B
ENSMMUG00000009468		protein_coding	POLR1B	POLR1B
ENSMMUG00000018031		protein_coding	SLC25A19	SLC25A19
ENSMMUG00000018031		protein_coding	SLC25A19	SLC25A19
ENSMMUG00000037732		protein_coding	NDUFAF8	NDUFAF8
ENSMMUG00000011179		protein_coding	ETFBKMT	ETFBKMT
ENSMMUG00000011179		protein_coding	ETFBKMT	ETFBKMT
ENSMMUG00000020115		protein_coding	HSBP1	HSBP1
ENSMMUG00000057705	FAM24A	protein_coding	FAM24A	FAM24A
ENSMMUG00000019870		protein_coding	FZR1	FZR1
ENSMMUG00000019870		protein_coding	FZR1	FZR1
ENSMMUG00000011980		protein_coding	ADGRG5	ADGRG5
ENSMMUG00000011980		protein_coding	ADGRG5	ADGRG5
ENSMMUG00000011980		protein_coding	ADGRG5	ADGRG5
ENSMMUG00000011980		protein_coding	ADGRG5	ADGRG5
ENSMMUG00000011980		protein_coding	ADGRG5	ADGRG5
ENSMMUG00000011980		protein_coding	ADGRG5	ADGRG5
ENSMMUG00000050800		protein_coding		
ENSMMUG00000024293		Y_RNA		Y_RNA
ENSMMUG00000015139		protein_coding	SEPTIN3	SEPTIN3
ENSMMUG00000015139		protein_coding	SEPTIN3	SEPTIN3
ENSMMUG00000015139		protein_coding	SEPTIN3	SEPTIN3
ENSMMUG00000015139		protein_coding	SEPTIN3	SEPTIN3
ENSMMUG00000015139		protein_coding	SEPTIN3	SEPTIN3
ENSMMUG00000011007		protein_coding	FNDC9	FNDC9
ENSMMUG00000054566		protein_coding		
ENSMMUG00000032696		snoRNA		
ENSMMUG00000050240		misc_RNA		Metazoa_SRP
ENSMMUG00000057487		lncRNA		
ENSMMUG00000057820		misc_RNA		Metazoa_SRP
ENSMMUG00000053410		lncRNA		
ENSMMUG00000011614		protein_coding	FUZ	FUZ
ENSMMUG00000011614		protein_coding	FUZ	FUZ
ENSMMUG00000011614		protein_coding	FUZ	FUZ
ENSMMUG00000061696		protein_coding		
ENSMMUG00000047889		protein_coding		
ENSMMUG00000014363		protein_coding	BSCL2	BSCL2
ENSMMUG00000014363		protein_coding	BSCL2	BSCL2
ENSMMUG00000014363		protein_coding	BSCL2	BSCL2
ENSMMUG00000014363		protein_coding	BSCL2	BSCL2
ENSMMUG00000014363		protein_coding	BSCL2	BSCL2
ENSMMUG00000014363		protein_coding	BSCL2	BSCL2
ENSMMUG00000059530		protein_coding		
ENSMMUG00000052227		lncRNA		
ENSMMUG00000056967	SLC25A6	protein_coding	SLC25A6	SLC25A6
ENSMMUG00000056967	SLC25A6	protein_coding	SLC25A6	SLC25A6
ENSMMUG00000056967	SLC25A6	protein_coding	SLC25A6	SLC25A6
ENSMMUG00000063516		misc_RNA		Metazoa_SRP
ENSMMUG00000061565		lncRNA		
ENSMMUG00000056947		lncRNA		
ENSMMUG00000002641		protein_coding	PDZRN4	PDZRN4
ENSMMUG00000002641		protein_coding	PDZRN4	PDZRN4
ENSMMUG00000058749		protein_coding	LOC716687	
ENSMMUG00000058749		protein_coding	LOC716687	
ENSMMUG00000059303		lncRNA		
ENSMMUG00000009337		protein_coding	ANGPTL8	ANGPTL8
ENSMMUG00000009195		protein_coding	PLEK	PLEK
ENSMMUG00000009195		protein_coding	PLEK	PLEK
ENSMMUG00000009195		protein_coding	PLEK	PLEK
ENSMMUG00000009195		protein_coding	PLEK	PLEK
ENSMMUG00000026551		snoRNA		
ENSMMUG00000028485		snoRNA		U3
ENSMMUG00000049941		protein_coding		
ENSMMUG00000014399		protein_coding	KRT74	KRT74
ENSMMUG00000050982		misc_RNA		Metazoa_SRP
ENSMMUG00000063386		lncRNA		
ENSMMUG00000053678		misc_RNA		Metazoa_SRP
ENSMMUG00000063306		lncRNA		
ENSMMUG00000049537		protein_coding	PRPSAP1	PRPSAP1
ENSMMUG00000049537		protein_coding	PRPSAP1	PRPSAP1
ENSMMUG00000003585		protein_coding	ALG5	ALG5
ENSMMUG00000003585		protein_coding	ALG5	ALG5
ENSMMUG00000003585		protein_coding	ALG5	ALG5
ENSMMUG00000003585		protein_coding	ALG5	ALG5
ENSMMUG00000009292		protein_coding	ZIK1	ZIK1
ENSMMUG00000012797		protein_coding	ZNF233	ZNF233
ENSMMUG00000064709		misc_RNA		Metazoa_SRP
ENSMMUG00000020919		protein_coding	SHROOM3	SHROOM3
ENSMMUG00000020919		protein_coding	SHROOM3	SHROOM3
ENSMMUG00000020919		protein_coding	SHROOM3	SHROOM3
ENSMMUG00000020919		protein_coding	SHROOM3	SHROOM3
ENSMMUG00000020919		protein_coding	SHROOM3	SHROOM3
ENSMMUG00000058593		misc_RNA		Metazoa_SRP
ENSMMUG00000008564		protein_coding	C9H10orf88	C9H10orf88
ENSMMUG00000040307		protein_coding	LMO3	LMO3
ENSMMUG00000040307		protein_coding	LMO3	LMO3
ENSMMUG00000040307		protein_coding	LMO3	LMO3
ENSMMUG00000040307		protein_coding	LMO3	LMO3
ENSMMUG00000040307		protein_coding	LMO3	LMO3
ENSMMUG00000040307		protein_coding	LMO3	LMO3
ENSMMUG00000054981		lncRNA		
ENSMMUG00000020597		protein_coding	ACSS1	ACSS1
ENSMMUG00000058615		pseudogene		
ENSMMUG00000011593		protein_coding	RGCC	RGCC
ENSMMUG00000011593		protein_coding	RGCC	RGCC
ENSMMUG00000037464		protein_coding	ZNF778	ZNF778
ENSMMUG00000037464		protein_coding	ZNF778	ZNF778
ENSMMUG00000037464		protein_coding	ZNF778	ZNF778
ENSMMUG00000037464		protein_coding	ZNF778	ZNF778
ENSMMUG00000017290		protein_coding	MAPK4	MAPK4
ENSMMUG00000017290		protein_coding	MAPK4	MAPK4
ENSMMUG00000013721		protein_coding	SLC46A3	SLC46A3
ENSMMUG00000013721		protein_coding	SLC46A3	SLC46A3
ENSMMUG00000054591		protein_coding		
ENSMMUG00000003749		protein_coding	NT5C2	NT5C2
ENSMMUG00000003749		protein_coding	NT5C2	NT5C2
ENSMMUG00000003749		protein_coding	NT5C2	NT5C2
ENSMMUG00000055424		lncRNA		
ENSMMUG00000055192		pseudogene		
ENSMMUG00000049856		lncRNA		
ENSMMUG00000053482	PCDH20	protein_coding	PCDH20	PCDH20
ENSMMUG00000019932		protein_coding	IRAK2	IRAK2
ENSMMUG00000019932		protein_coding	IRAK2	IRAK2
ENSMMUG00000021548		protein_coding	NIPAL4	NIPAL4
ENSMMUG00000021548		protein_coding	NIPAL4	NIPAL4
ENSMMUG00000015445		protein_coding	KLK8	KLK8
ENSMMUG00000015445		protein_coding	KLK8	KLK8
ENSMMUG00000015445		protein_coding	KLK8	KLK8
ENSMMUG00000015445		protein_coding	KLK8	KLK8
ENSMMUG00000033257		miRNA		
ENSMMUG00000055802		protein_coding	PROCR	PROCR
ENSMMUG00000009003		protein_coding	LOC696244	
ENSMMUG00000050737		misc_RNA		Metazoa_SRP
ENSMMUG00000000194		protein_coding	SLC27A1	SLC27A1
ENSMMUG00000000194		protein_coding	SLC27A1	SLC27A1
ENSMMUG00000000194		protein_coding	SLC27A1	SLC27A1
ENSMMUG00000056337		misc_RNA		Metazoa_SRP
ENSMMUG00000051327		lncRNA		
ENSMMUG00000016571		protein_coding	TSEN34	TSEN34
ENSMMUG00000016571		protein_coding	TSEN34	TSEN34
ENSMMUG00000018419		protein_coding	MTMR6	MTMR6
ENSMMUG00000018419		protein_coding	MTMR6	MTMR6
ENSMMUG00000018419		protein_coding	MTMR6	MTMR6
ENSMMUG00000018419		protein_coding	MTMR6	MTMR6
ENSMMUG00000018419		protein_coding	MTMR6	MTMR6
ENSMMUG00000049515		protein_coding		
ENSMMUG00000024693		snRNA		U1
ENSMMUG00000065068		misc_RNA		Metazoa_SRP
ENSMMUG00000019610		protein_coding	ZMYND19	ZMYND19
ENSMMUG00000019610		protein_coding	ZMYND19	ZMYND19
ENSMMUG00000058460		protein_coding		
ENSMMUG00000013482		protein_coding	PAN2	PAN2
ENSMMUG00000045289		protein_coding	LOC100271729	
ENSMMUG00000045289		protein_coding	LOC100271729	
ENSMMUG00000002167		protein_coding	MRC2	MRC2
ENSMMUG00000002167		protein_coding	MRC2	MRC2
ENSMMUG00000002167		protein_coding	MRC2	MRC2
ENSMMUG00000004112		protein_coding	MRE11	MRE11
ENSMMUG00000004112		protein_coding	MRE11	MRE11
ENSMMUG00000004112		protein_coding	MRE11	MRE11
ENSMMUG00000004112		protein_coding	MRE11	MRE11
ENSMMUG00000004112		protein_coding	MRE11	MRE11
ENSMMUG00000021945		protein_coding	EPS8L1	EPS8L1
ENSMMUG00000061543		lncRNA		
ENSMMUG00000027003	MIRLET7A3	miRNA		MIRLET7A3
ENSMMUG00000008463		protein_coding	ATL2	ATL2
ENSMMUG00000008463		protein_coding	ATL2	ATL2
ENSMMUG00000008463		protein_coding	ATL2	ATL2
ENSMMUG00000008463		protein_coding	ATL2	ATL2
ENSMMUG00000065126		misc_RNA		Metazoa_SRP
ENSMMUG00000054148		snoRNA		U3
ENSMMUG00000035478		scaRNA		
ENSMMUG00000013940		protein_coding	KIF4A	KIF4A
ENSMMUG00000006421		protein_coding	ADCY1	ADCY1
ENSMMUG00000006421		protein_coding	ADCY1	ADCY1
ENSMMUG00000006421		protein_coding	ADCY1	ADCY1
ENSMMUG00000006421		protein_coding	ADCY1	ADCY1
ENSMMUG00000006421		protein_coding	ADCY1	ADCY1
ENSMMUG00000015253		protein_coding	NECAP1	NECAP1
ENSMMUG00000059780		misc_RNA		Metazoa_SRP
ENSMMUG00000011311		protein_coding	TSPAN16	TSPAN16
ENSMMUG00000016450		protein_coding	PTBP1	PTBP1
ENSMMUG00000016450		protein_coding	PTBP1	PTBP1
ENSMMUG00000016450		protein_coding	PTBP1	PTBP1
ENSMMUG00000016450		protein_coding	PTBP1	PTBP1
ENSMMUG00000016450		protein_coding	PTBP1	PTBP1
ENSMMUG00000056697		protein_coding	ASPA	ASPA
ENSMMUG00000056697		protein_coding	ASPA	ASPA
ENSMMUG00000001218		protein_coding	PLEKHS1	PLEKHS1
ENSMMUG00000001218		protein_coding	PLEKHS1	PLEKHS1
ENSMMUG00000019580		protein_coding	LOC703365	HNRNPH2
ENSMMUG00000019580		protein_coding	LOC703365	HNRNPH2
ENSMMUG00000019580		protein_coding	LOC703365	HNRNPH2
ENSMMUG00000037320		snRNA		U6
ENSMMUG00000013138		protein_coding	ARHGEF7	ARHGEF7
ENSMMUG00000013138		protein_coding	ARHGEF7	ARHGEF7
ENSMMUG00000013138		protein_coding	ARHGEF7	ARHGEF7
ENSMMUG00000050122		protein_coding	GDF15	GDF15
ENSMMUG00000050094		lncRNA		
ENSMMUG00000059994		lncRNA		
ENSMMUG00000055457		protein_coding		
ENSMMUG00000041012		protein_coding	DNAJB13	DNAJB13
ENSMMUG00000041012		protein_coding	DNAJB13	DNAJB13
ENSMMUG00000041012		protein_coding	DNAJB13	DNAJB13
ENSMMUG00000041012		protein_coding	DNAJB13	DNAJB13
ENSMMUG00000057898		lncRNA		
ENSMMUG00000026409		snoRNA		
ENSMMUG00000056736		lncRNA		
ENSMMUG00000045335		protein_coding	ZNF526	ZNF526
ENSMMUG00000045335		protein_coding	ZNF526	ZNF526
ENSMMUG00000055127		snoRNA		U3
ENSMMUG00000014407		protein_coding	MAGT1	MAGT1
ENSMMUG00000014407		protein_coding	MAGT1	MAGT1
ENSMMUG00000052596		protein_coding		
ENSMMUG00000017970		protein_coding	SAFB	SAFB
ENSMMUG00000017970		protein_coding	SAFB	SAFB
ENSMMUG00000017970		protein_coding	SAFB	SAFB
ENSMMUG00000017970		protein_coding	SAFB	SAFB
ENSMMUG00000017970		protein_coding	SAFB	SAFB
ENSMMUG00000017970		protein_coding	SAFB	SAFB
ENSMMUG00000017970		protein_coding	SAFB	SAFB
ENSMMUG00000014430		protein_coding	FOSB	FOSB
ENSMMUG00000013668		protein_coding	FLNA	FLNA
ENSMMUG00000013668		protein_coding	FLNA	FLNA
ENSMMUG00000013668		protein_coding	FLNA	FLNA
ENSMMUG00000013668		protein_coding	FLNA	FLNA
ENSMMUG00000013668		protein_coding	FLNA	FLNA
ENSMMUG00000013668		protein_coding	FLNA	FLNA
ENSMMUG00000013668		protein_coding	FLNA	FLNA
ENSMMUG00000023176		protein_coding	EPC2	EPC2
ENSMMUG00000023176		protein_coding	EPC2	EPC2
ENSMMUG00000023176		protein_coding	EPC2	EPC2
ENSMMUG00000020322		protein_coding	ALDOC	ALDOC
ENSMMUG00000046362		protein_coding	SOX21	SOX21
ENSMMUG00000024099		Y_RNA		Y_RNA
ENSMMUG00000028905		protein_coding	PET100	PET100
ENSMMUG00000052619		protein_coding	RXFP3	RXFP3
ENSMMUG00000009294		protein_coding	ZNF530	ZNF530
ENSMMUG00000060962		lncRNA		
ENSMMUG00000003292		protein_coding	SLC38A10	SLC38A10
ENSMMUG00000003292		protein_coding	SLC38A10	SLC38A10
ENSMMUG00000003292		protein_coding	SLC38A10	SLC38A10
ENSMMUG00000003292		protein_coding	SLC38A10	SLC38A10
ENSMMUG00000003292		protein_coding	SLC38A10	SLC38A10
ENSMMUG00000026407		snRNA		U6
ENSMMUG00000057710		protein_coding	DMRTC1B	
ENSMMUG00000057710		protein_coding	DMRTC1B	
ENSMMUG00000063882		snRNA		U6
ENSMMUG00000063828		lncRNA		
ENSMMUG00000049898		lncRNA		
ENSMMUG00000057020	TMEM262	protein_coding	TMEM262	TMEM262
ENSMMUG00000057139		protein_coding		
ENSMMUG00000060406		misc_RNA		Metazoa_SRP
ENSMMUG00000012801		protein_coding	ZNF235	ZNF235
ENSMMUG00000012801		protein_coding	ZNF235	ZNF235
ENSMMUG00000012814		protein_coding	ENSA	ENSA
ENSMMUG00000012814		protein_coding	ENSA	ENSA
ENSMMUG00000012814		protein_coding	ENSA	ENSA
ENSMMUG00000056830		snoRNA		
ENSMMUG00000011180		protein_coding	AMN1	AMN1
ENSMMUG00000011180		protein_coding	AMN1	AMN1
ENSMMUG00000011180		protein_coding	AMN1	AMN1
ENSMMUG00000011180		protein_coding	AMN1	AMN1
ENSMMUG00000011180		protein_coding	AMN1	AMN1
ENSMMUG00000051475		protein_coding		
ENSMMUG00000005960		protein_coding	TMBIM6	TMBIM6
ENSMMUG00000005960		protein_coding	TMBIM6	TMBIM6
ENSMMUG00000005960		protein_coding	TMBIM6	TMBIM6
ENSMMUG00000003046		protein_coding	GAMT	GAMT
ENSMMUG00000003046		protein_coding	GAMT	GAMT
ENSMMUG00000051322		protein_coding	SSTR2	SSTR2
ENSMMUG00000051322		protein_coding	SSTR2	SSTR2
ENSMMUG00000021181		protein_coding	LRRC25	LRRC25
ENSMMUG00000009574		protein_coding	SLC45A2	SLC45A2
ENSMMUG00000055014		snoRNA		
ENSMMUG00000054657		lncRNA		
ENSMMUG00000002304		protein_coding	KRT73	KRT73
ENSMMUG00000057921		misc_RNA		Metazoa_SRP
ENSMMUG00000037236		snRNA		U6
ENSMMUG00000059130		lncRNA		
ENSMMUG00000007505		protein_coding	GLOD5	GLOD5
ENSMMUG00000007505		protein_coding	GLOD5	GLOD5
ENSMMUG00000062564		misc_RNA		Metazoa_SRP
ENSMMUG00000020175		protein_coding	MED25	MED25
ENSMMUG00000020175		protein_coding	MED25	MED25
ENSMMUG00000020175		protein_coding	MED25	MED25
ENSMMUG00000021549		protein_coding	ADAM19	ADAM19
ENSMMUG00000021549		protein_coding	ADAM19	ADAM19
ENSMMUG00000021549		protein_coding	ADAM19	ADAM19
ENSMMUG00000023454	PARP6	protein_coding	PARP6	PARP6
ENSMMUG00000023454	PARP6	protein_coding	PARP6	PARP6
ENSMMUG00000023454	PARP6	protein_coding	PARP6	PARP6
ENSMMUG00000023454	PARP6	protein_coding	PARP6	PARP6
ENSMMUG00000023454	PARP6	protein_coding	PARP6	PARP6
ENSMMUG00000055287		protein_coding		
ENSMMUG00000050814		lncRNA		
ENSMMUG00000061969		lncRNA		
ENSMMUG00000064762		protein_coding		
ENSMMUG00000018206		protein_coding	MMP24	MMP24
ENSMMUG00000060909		lncRNA		
ENSMMUG00000063933		lncRNA		
ENSMMUG00000017227		protein_coding	SPINK1	SPINK1
ENSMMUG00000051916		protein_coding	RAB3D	RAB3D
ENSMMUG00000053599		misc_RNA		Metazoa_SRP
ENSMMUG00000054912		protein_coding		
ENSMMUG00000062790		misc_RNA		Metazoa_SRP
ENSMMUG00000063227		protein_coding	MAPRE1	MAPRE1
ENSMMUG00000064446		misc_RNA		Metazoa_SRP
ENSMMUG00000051703		protein_coding		
ENSMMUG00000060217		lncRNA		
ENSMMUG00000018767		protein_coding	CDCA5	CDCA5
ENSMMUG00000055290		protein_coding	NTN1	NTN1
ENSMMUG00000036262		snRNA		U6
ENSMMUG00000014460		protein_coding	ORC2	ORC2
ENSMMUG00000014460		protein_coding	ORC2	ORC2
ENSMMUG00000058387		protein_coding	ZNF513	ZNF513
ENSMMUG00000042586	ZNF134	protein_coding	ZNF134	ZNF134
ENSMMUG00000064072		protein_coding		
ENSMMUG00000022569		protein_coding	PARP14	PARP14
ENSMMUG00000022569		protein_coding	PARP14	PARP14
ENSMMUG00000022569		protein_coding	PARP14	PARP14
ENSMMUG00000053606		lncRNA		
ENSMMUG00000008658		protein_coding	MTUS2	MTUS2
ENSMMUG00000008658		protein_coding	MTUS2	MTUS2
ENSMMUG00000008658		protein_coding	MTUS2	MTUS2
ENSMMUG00000060224		protein_coding	PCP2	PCP2
ENSMMUG00000056745		snRNA		U2
ENSMMUG00000014599		protein_coding	ERF	ERF
ENSMMUG00000014599		protein_coding	ERF	ERF
ENSMMUG00000014599		protein_coding	ERF	ERF
ENSMMUG00000014599		protein_coding	ERF	ERF
ENSMMUG00000062332		lncRNA		
ENSMMUG00000049907		lncRNA		
ENSMMUG00000054228		misc_RNA		Metazoa_SRP
ENSMMUG00000051012		lncRNA		
ENSMMUG00000009579		protein_coding	SPRYD7	SPRYD7
ENSMMUG00000009579		protein_coding	SPRYD7	SPRYD7
ENSMMUG00000009579		protein_coding	SPRYD7	SPRYD7
ENSMMUG00000009579		protein_coding	SPRYD7	SPRYD7
ENSMMUG00000009579		protein_coding	SPRYD7	SPRYD7
ENSMMUG00000032156		protein_coding	C3AR1	C3AR1
ENSMMUG00000046992		protein_coding	CNRIP1	CNRIP1
ENSMMUG00000065219		lncRNA		
ENSMMUG00000062769		lncRNA		
ENSMMUG00000024336		snRNA		U7
ENSMMUG00000053429		lncRNA		
ENSMMUG00000000515		protein_coding	SBK1	SBK1
ENSMMUG00000000515		protein_coding	SBK1	SBK1
ENSMMUG00000000515		protein_coding	SBK1	SBK1
ENSMMUG00000000515		protein_coding	SBK1	SBK1
ENSMMUG00000007192		protein_coding	FRY	FRY
ENSMMUG00000007192		protein_coding	FRY	FRY
ENSMMUG00000007192		protein_coding	FRY	FRY
ENSMMUG00000030700		protein_coding		
ENSMMUG00000011716		protein_coding	RTN2	RTN2
ENSMMUG00000011716		protein_coding	RTN2	RTN2
ENSMMUG00000011716		protein_coding	RTN2	RTN2
ENSMMUG00000011716		protein_coding	RTN2	RTN2
ENSMMUG00000060736		pseudogene		
ENSMMUG00000053054		misc_RNA		Metazoa_SRP
ENSMMUG00000016631		protein_coding	GRIP1	GRIP1
ENSMMUG00000016631		protein_coding	GRIP1	GRIP1
ENSMMUG00000016631		protein_coding	GRIP1	GRIP1
ENSMMUG00000015866		protein_coding	VTI1B	VTI1B
ENSMMUG00000015866		protein_coding	VTI1B	VTI1B
ENSMMUG00000015866		protein_coding	VTI1B	VTI1B
ENSMMUG00000049376		lncRNA		
ENSMMUG00000063103		protein_coding		
ENSMMUG00000016464		protein_coding	GATA1	GATA1
ENSMMUG00000055675		pseudogene		
ENSMMUG00000058550		snRNA		U6
ENSMMUG00000055841		protein_coding	LOC114676064	
ENSMMUG00000028204		snRNA		U6
ENSMMUG00000056017		lncRNA		
ENSMMUG00000021182		protein_coding	SSBP4	SSBP4
ENSMMUG00000021182		protein_coding	SSBP4	SSBP4
ENSMMUG00000021182		protein_coding	SSBP4	SSBP4
ENSMMUG00000021182		protein_coding	SSBP4	SSBP4
ENSMMUG00000021182		protein_coding	SSBP4	SSBP4
ENSMMUG00000021182		protein_coding	SSBP4	SSBP4
ENSMMUG00000021182		protein_coding	SSBP4	SSBP4
ENSMMUG00000060498		protein_coding	RPS9	RPS9
ENSMMUG00000051537		protein_coding		
ENSMMUG00000013263		protein_coding	CD300LG	CD300LG
ENSMMUG00000013263		protein_coding	CD300LG	CD300LG
ENSMMUG00000013263		protein_coding	CD300LG	CD300LG
ENSMMUG00000013263		protein_coding	CD300LG	CD300LG
ENSMMUG00000021807		protein_coding	ABCC4	ABCC4
ENSMMUG00000021807		protein_coding	ABCC4	ABCC4
ENSMMUG00000021807		protein_coding	ABCC4	ABCC4
ENSMMUG00000021807		protein_coding	ABCC4	ABCC4
ENSMMUG00000021807		protein_coding	ABCC4	ABCC4
ENSMMUG00000017228		protein_coding	SCGB3A2	SCGB3A2
ENSMMUG00000056764		protein_coding	ZNF750	ZNF750
ENSMMUG00000052646		pseudogene		
ENSMMUG00000013467		protein_coding	C1QTNF3	AMACR
ENSMMUG00000013467		protein_coding	C1QTNF3	AMACR
ENSMMUG00000013467		protein_coding	C1QTNF3	AMACR
ENSMMUG00000013467		protein_coding	C1QTNF3	AMACR
ENSMMUG00000051808		lncRNA		
ENSMMUG00000062854		lncRNA		
ENSMMUG00000021578		protein_coding	ROBO4	ROBO4
ENSMMUG00000019609		protein_coding	DPH7	DPH7
ENSMMUG00000015256		protein_coding	FOXJ2	FOXJ2
ENSMMUG00000015256		protein_coding	FOXJ2	FOXJ2
ENSMMUG00000015256		protein_coding	FOXJ2	FOXJ2
ENSMMUG00000051058		misc_RNA		Metazoa_SRP
ENSMMUG00000054751		snRNA		U6
ENSMMUG00000061583		misc_RNA		Metazoa_SRP
ENSMMUG00000019933		protein_coding	TATDN2	TATDN2
ENSMMUG00000019933		protein_coding	TATDN2	TATDN2
ENSMMUG00000063161		protein_coding		
ENSMMUG00000040627		lncRNA		
ENSMMUG00000002305		protein_coding	KRT2	KRT2
ENSMMUG00000000180		protein_coding	WNT7B	WNT7B
ENSMMUG00000000180		protein_coding	WNT7B	WNT7B
ENSMMUG00000058359		protein_coding	C16H17orf67	C16H17orf67
ENSMMUG00000053763		Y_RNA		Y_RNA
ENSMMUG00000050473		lncRNA		
ENSMMUG00000057746		lncRNA		
ENSMMUG00000061866		lncRNA		
ENSMMUG00000054969		protein_coding		
ENSMMUG00000007439		protein_coding	CDC16	CDC16
ENSMMUG00000007439		protein_coding	CDC16	CDC16
ENSMMUG00000058563		lncRNA		
ENSMMUG00000005333		protein_coding	ZNF211	
ENSMMUG00000005333		protein_coding	ZNF211	
ENSMMUG00000005333		protein_coding	ZNF211	
ENSMMUG00000001266		protein_coding	COG1	COG1
